LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-98906,"DONNA TEMPLE, LLC",STODDARD'S FINE FOOD AND ALE,PATIO CONDITIONS:  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.  Capacity breakdown: 176 persons: 1st fl - 93; basement - 83.,ON 2 FLOORS WITH MAIN ENTRANCE/EXIT AT 48-50 TEMPLE PLACE AND 2ND EXIT ON WINTER STREET  BASEMENT WITH 7 ROOMS INCLUDING DINING AREA WITH SEATING FOR 49 PATRONS  KITCHEN  RESTROOMS  STORAGE ROOMS AND OFFICE.  1ST FLOOR IN 2 ROOMS INCLUDING RESTAURANT DINING AREA AND BAR AREA AND TO INCLUDE AN OUTDOO,11/27/2013 13:07,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,176,"DONNA TEMPLE, LLC",NULL,48,50,  Temple PL,Boston,MA,2111,"(42.355214, -71.061622)"
LB-99637,"ASILLEM, LLC",STONE HEARTH PIZZA CO.,NONE,IN ONE (1) ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE  ENTRANCE ON WESTERN AVENUE WITH EMERGENCY EXIT TO PARKING AREA AND OUTDOOR SEASONAL SEATING FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,11/29/2013 14:54,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,46,"ASILLEM, LLC",NULL,182,,  Western AV,Allston,MA,2134,"(42.362961, -71.129376)"
LB-99703,"NICOMAR, INC.",STREGA,Malt  wine andliqueurs to be served only in conjunction with meals.,379-381 HANOVER STREET; IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; ONE ROOM IN BASEMENT FOR STORAGE.,11/13/2013 10:44,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,54,"NICOMAR, INC.",NULL,379,381,  Hanover ST,Boston,MA,2113,"(42.364994, -71.053067)"
LB-99824,STREGA PIZZERIA & CAFÉ CORP.,STREGA PIZZERIA & CAFÉ,11 PM CLOSING SUNDAY-THURSDAY & MIDNIGHT CLOSING HOUR; FRIDAY & SATURDAY. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS.,IN ONE ROOM ON GROUND FLOOR WITH STORAGE IN BASEMENT; ENTRANCE AT 373 HANOVER STREET; EXIT AT REAR AT 371 HANOVER STREET.,11/13/2013 11:07,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,0,STREGA PIZZERIA & CAFÉ CORP.,NULL,371,373,  Hanover ST,Boston,MA,2113,"(42.36488, -71.05315)"
LB-99206,"MMMP, Corp.",STREGA STRIP,NONE,IN THREE (3) ROOMS ON FIRST FLOOR WITH MEZZANINE  KITCHEN OFFICE AND STORAGE IN BASEMENT.,11/25/2013 15:48,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,240,MMMP CORP.,(617)913-1018,50,, Park Pz,Boston,MA,2116,"(42.351297, -71.069204)"
LB-99240,"BOSTON CULINARY GROUP, INC.",SUFFOLK DOWNS,NONE,"Suffolk Downs Race Track:  in three floors  piazza  grandstands  and stand within the premises known as ""Suffolk Downs Race Track"" including the third floor area known as the ""Turf Club""",11/27/2013 9:07,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,18000,"BOSTON CULINARY GROUP, INC.",NULL,111,,  Waldemar AV,East Boston,MA,2128,"(42.39443, -71.00029)"
LB-99131,"SULLIVAN'S PUB OF CHARLESTOWN, INC.",SULLIVAN'S PUB,Food available all time-Funct. room used Only by outside group.,One room kitchen & stockroom first floor; Function room on second floor.,11/19/2013 9:07,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,65,"SULLIVAN'S PUB OF CHARLESTOWN, INC.",NULL,85,87,  Main ST,Charlestown,MA,2129,"(42.373922, -71.062762)"
LB-99265,"SULLIVAN'S RESTAURANT, INC.",SULLIVAN'S RESTAURANT,,Two rear entrances for stock - in two rooms and kitchen on first floor side room and cellar for stock,11/29/2013 9:02,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,88,"SULLIVAN'S RESTAURANT, INC.",NULL,56,,  Union ST,Charlestown,MA,2129,"(42.373526, -71.066473)"
LB-98925,"SWEETNESS ENTERTAINMENT, INC.",SWEETWATER CAFÉ,1.Licensee shall not use any portion of Boylston Place for parking automobiles. 2.Licensee shall provide full service restaurant from 11AM to 9PM. 3.The orientation of the operation shall be of a restaurant which serves alcoholic beverages instead of a lounge serving food for the convenience of the drinking public. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In one room and kitchen on the first floor; rear entrance into basement for dining  dance floor storage and preformance space  with an outdoor patio.,11/26/2013 14:37,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,200,"SWEETNESS ENTERTAINMENT, INC.",NULL,3,, Boylston Pl,Boston,MA,2116,"(42.35198, -71.06616)"
LB-99679,"SSJHP, INC.",SWISH SHABU,NONE,THE STORE FRONT IS THE MOST NORTHEAST SECTION OF THE BUILDING ON 84-100 PETERBOROUGH STREET BOSTON  MA 02215.  THE LOCATION IS ROUGHLY 1600 SQUARE FEET.  2 ENTRY/EXITS ON THE FIRST FLOOR IN THE FRONT OF THE BUILDING.  EXIT IN BACK OF THE BUILDING IN THE BASEMENT FOR DELIVERY.  THE MAIN KITCHEN IS IN,11/18/2013 14:21,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,58,"SSJHP, INC.",NULL,84,,  Peterborough ST,Boston,MA,2215,"(42.343135, -71.098841)"
LB-99523,THOUSAND CHEF FOODS CORP.,SYMPHONY SUSHI,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,45 Gainsborough st; in one room on the first floor  kitchen in the rear; storage in the basement.,11/18/2013 10:53,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:30 PM,MIDNIGHT,60,THOUSAND CHEF FOODS CORP.,NULL,45,,  Gainsborough ST,Boston,MA,2115,"(42.341989, -71.087081)"
LB-99210,"TACO MEX, INC.",TACO MEX RESTAURANT,A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. B.) NO BAR,ONE DINING ROOM WITH ENTRANCE AT FRONT; RESTROOMS ADJACENT TO DINING ROOM; KITCHEN AT REAR; STORAGE IN BASEMENT; EMERGENCY EGRESS/REAR OF BUILDING.,11/19/2013 16:41,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,MIDNIGHT,12:30 AM,30,"TACO MEX, INC.",NULL,65,67,  Maverick SQ,East Boston,MA,2128,"(42.36968, -71.03866)"
LB-99589,3W&Z CORP.,TAIWAN CAFÉ,1. No bar on premises 2. 1:00 A.M. closing for wines and malt  3. 4:00 A.M. closing for foods service,34 Oxford St. and 60 Beach St; In two rooms and kitchen on the first floor; basement for storage.,11/29/2013 16:20,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,48,3W&Z CORP.,NULL,34,,  Oxford ST,Boston,MA,2111,"(42.351466, -71.060209)"
LB-101613,"IHMS (BOSTON), LLC",TAJ BOSTON,1.) 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGES WITH FOOD ONLY.  A.) AGREEMENT WITH NEIGHBORHOOD ASSOCIATION OF BACK BAY HEREBY INCORPORATED BY REFERENCE.  B.) BOARD WILL SCHEDULE STATUS HEARING IN MARCH 2007 RE: PARKING AND LOADING DOCK ISSUES.,Rear entrance on alley running from 15 Arlington St. in whole of said bldg. & roof; 2-10 Commonwealth Ave. in whole of floor 2 thru 7 inclusive & Condominium units in whole of floors 8-19 inclusive   (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY),11/29/2013 16:35,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"IHMS (BOSTON), LLC",NULL,15,,  Arlington ST,Boston,MA,2116,"(42.35283, -71.0716)"
LB-99652,"GOLDEN SUN, INC.",TALK AND WOK CAFÉ,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.  3.) CLOSING HOUR: SUN-THURS 10:30 P.M.  FRI & SAT 11:30 P.M.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/26/2013 9:43,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,10:30 PM,11:00 PM,49,"GOLDEN SUN, INC.",NULL,1277,,  River ST,Hyde Park,MA,2136,"(42.255952, -71.124289)"
LB-99487,"FIRST ATLAS LIONS, LLC",TANGIERINO,A.) ALCOHOL SERVICE TO CEASE AT 12:30 A.M.  B.) ALL PATRONS MUST BE OFF THE PREMISES BY 1:00 A.M. C.) MUST MAINTAIN VALID VALET PERMIT & AGREEMENT FOR OFF SITE VALET PARKING.,IN FOUR (4) ROOMS ON FIRST FLOOR WITH FULL KITCHEN AND OFFICE IN REAR  ENTRANCE AT 73 MAIN STREET INTO BAR AND ALSO AT 83 MAIN STREET INTO DINING AREAS  EMERGENCY EXIT IN REAR. CAPACITY 104 SEATED  96 STANDING.,11/8/2013 11:21,12/31/2015 0:00,Active,CV7ALR,CV7 All Alc. Restrict.,NULL,1:00 AM,1:30 AM,200,"FIRST ATLAS LIONS, LLC",NULL,73,83,  Main ST,Charlestown,MA,2129,"(42.373887, -71.062647)"
LB-99159,"TAPEO, INC.",TAPEO,See document #0051L on reverse side.,266-268 Newbury Street; two rear exits to public alley; two rooms  two kitchens & two stockrooms in the basement; one dining room on the main floor; two summer gardens on Newbury Street.   44 patrons outside.,11/21/2013 14:29,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,MIDNIGHT,12:30 AM,198,"TAPEO, INC.",NULL,266,268,  Newbury ST,Boston,MA,2116,"(42.349163, -71.083186)"
LB-99723,"TAQUERIA EL CARRIZAL, INC.",TAQUERIA EL CARRIZAL,1.) ALCOHOL SERVICE WITH FOOD ONLY.,ONE ROOM WITH KITCHEN ON STREET LEVEL; STORAGE IN THE BASEMENT.,11/25/2013 16:00,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,50,"TAQUERIA EL CARRIZAL, INC.",NULL,254,,  Brighton AV,Allston,MA,2134,"(42.353243, -71.136649)"
LB-99746,DUARTE CORP.,TARANTA,1.  Malt  Wine and Liqueurs to be seved only in conjunction with meals.  2.  No bar.,In one room on the first floor with kitchen in the rear  one room on the second floor  storage in the basement.  Capacity breakdown: 1st fl - 30; 2nd fl - 40.,11/19/2013 8:58,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,70,DUARTE CORP.,NULL,210,,  Hanover ST,Boston,MA,2113,"(42.362919, -71.05563)"
LB-99730,"LES AMIS RESTAURANT, INC.",TASCA,Malt  wine andliqueurs to be served only in conjunction with meals.,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR; CELLAR FOR STOCK.,11/21/2013 16:04,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,96,"LES AMIS RESTAURANT, INC.",NULL,1610,,  Commonwealth AV,Brighton,MA,2135,"(42.343355, -71.142631)"
LB-99624,"MOHAMMAD ALAM, INDIVIDUAL",TASTE OF INDIA,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH FOOD ONLY.,IN ONE RROM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/27/2013 13:58,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,44,"MOHAMMAD ALAM, INDIVIDUAL",NULL,1111,, Dorchester Av,Dorchester,MA,2125,"(42.312658, -71.057474)"
LB-99670,"Tasty Burger 5, LLC",Tasty Burger,NONE,In one room with dining area  bar  semi-open kitchen and storage;  two (2) entrances/exits at rear of train station  also including an outdoor patio on State Property off Dartmouth Street for 30 patrons between the hours of 7:00 a.m.-11:00 p.m.,11/25/2013 16:04,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,To: 2:00 AM,NULL,92,"Tasty Burger 5, LLC",(617)304-2980,145,, Dartmouth St,Boston,MA,2116,"(42.34738, -71.07484)"
LB-99676,TASTY BURGER CORPORATION,TASTY BURGER,NONE,ONE ROOM ON GROUND FLOOR WITH KITCHEN ON RIGHT SIDE AND HALLWAY TO RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN REAR; AND TO INCLUDE A SEASONAL OUTDOOR PATIO ALONG BOYLSTON STREET ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity b,11/22/2013 15:06,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,77,TASTY BURGER CORPORATION,(617)450-9000,1301,,  Boylston ST,Boston,MA,2215,"(42.344773, -71.098278)"
LB-99317,"TAVERN ROAD, INC.",TAVERN ROAD,,ON GROUND LEVEL IN TWO ROOMS; KITCHEN  BAR  TWO SEATING AREAS  RESTROOMS  OFFICE  AND STORAGE. (180 PERSONS TOTAL: 120 PERSONS SEATED; 60 PERSONS STANDING),11/25/2013 9:54,12/31/2014 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,180,"TAVERN ROAD, INC.",NULL,343,,  Congress ST,Boston,MA,2210,"(42.35059, -71.04938)"
LB-99224,"TEATRO, INC.",TEATRO,,IN ONE ROOM ON FIRST FLOOR  WITH KITCHEN IN REAR; BASEMENT FOR STORAGE AND BATHROOMS; ENTRANCE IN FRONT  WITH EMERGENCY EXIT IN REAR.,11/21/2013 13:12,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,126,"TEATRO, INC.",NULL,177,,  Tremont ST,Boston,MA,2111,"(42.353, -71.06405)"
LB-99453,"Z-LOVE, LLC",TELEGRAPH HILL,Capacity restrictions: no more than 6 people standing.,ENTRANCE THROUGH WINDOW FOR STOCK; EMERGENCY EXIT IN REAR; IN ONE ROOM ON FIRST FLOOR; CELLAR FOR STOCK.,11/26/2013 15:19,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,53,"Z-LOVE, LLC",NULL,289,, Dorchester St,South Boston,MA,2127,"(42.332022, -71.052758)"
LB-99668,"BLIFIA ASSOCIATES, LLC",TERANGA,A.) ALCOHOL WITH FOOD ONLY  B.) FOOD SERVICE AT BAR  C.) ALCOHOL WITH FOOD ONLY AT PATIO.,IN ONE ROOM ON FIRST FLOOR WITH DINING AND A BAR SEATING FOR TEN PERSONS KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.,11/27/2013 15:26,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,36,"BLIFIA ASSOCIATES, LLC",NULL,1746,1748,  Washington ST,Roxbury,MA,2118,"(42.33646, -71.07653)"
LB-99634,"TERIYAKI HOUSE, INC.",TERIYAKI HOUSE,(1) NO BAR. (2) ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND SUSHI BAR; STORAGE IN THE REAR.,11/19/2013 9:09,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,18,"TERIYAKI HOUSE, INC.",NULL,32,,W Broadway ,South Boston,MA,2127,"(42.342726, -71.056371)"
LB-99729,"TERRAMIA, INC.",TERRAMIA,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN REAR; ALSO A BASEMENT FOR STOCK.,11/25/2013 10:34,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,39,"TERRAMIA, INC.",NULL,98,, Salem St,Boston,MA,2113,"(42.36406, -71.05574)"
LB-99572,"Y&Y ENTERPRISES, INC.",THAI BASIL RESTAURANT,,IN TWO ROOMS IN THE BASEMENT WITH KITCHEN AND STORAGE IN REAR.,11/19/2013 9:27,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,62,"Y&Y ENTERPRISES, INC.",NULL,132,,  Newbury ST,Boston,MA,2116,"(42.35092, -71.07668)"
LB-99567,THAITATION LLC,THAITATION,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED WITH FOOD ONLY.  2.) PATIO TO BE STAFFED AT ALL TIMES.  3.) 11:00 P.M. CLOSING ON THE PATIO.,ONE ROOM USED FOR DINING AND KITCHEN ON FIRST FLOOR; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 8 PATRONS.,11/25/2013 16:48,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,44,THAITATION LLC,NULL,129,,  Jersey ST,Boston,MA,2215,"(42.342326, -71.096951)"
LB-99012,ALLSTON VENTURE FIVE INC.,THE AVENUE BAR & GRILL,,Two rooms and kitchen first floor and two rooms in basement  (one for patrons and one for stock).,11/25/2013 15:04,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,151,ALLSTON VENTURE FIVE INC.,NULL,1249,,  Commonwealth AV,Allston,MA,2134,"(42.35021, -71.13215)"
LB-99047,"NINE THIRTY FOUR, INC.",THE BANSHEE,NONE,EXIT TO YARD; SIDE ENTRANCE TO CELLAR FOR STOCK  IN ONE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR.,11/21/2013 12:04,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,150,"NINE THIRTY FOUR, INC.",NULL,934,,  Dorchester AV,Dorchester,MA,2125,"(42.31897, -71.05648)"
LB-99493,"POSEIDON ENTERPRISES, INC.",THE BARKING CRAB,NONE,IN ONE ROOM  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR WITH OUTSIDE DECK.  Capacity breakdown: 170 outside; 58 inside.,11/15/2013 10:44,12/31/2015 0:00,Active,CV7ALR,CV7 All Alc. Restrict.,NULL,1:00 AM,1:30 AM,228,"POSEIDON ENTERPRISES, INC.",NULL,88,,  Sleeper ST,Boston,MA,2210,"(42.353895, -71.048576)"
LB-99238,"GSTH INVESTMENT GROUP, LLC",THE BIJOU,PERMISSION TO PROVIDE BOTTLE SERVICE GRANTED BY THE LICENSING BOARD,Entrance and lobby first floor-emergency exit to Stuart St; Three rooms and kitchen 2nd floor; one room  corridor and lounge area on 3rd floor; stairways 2nd and 3rd floor; basement for storage. Total proposed capacity 800 with a 2:00 A.M. closing hour.  Capacity breakdown: 2nd fl - 323  no more tha,11/21/2013 12:22,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,668,"GSTH INVESTMENT GROUP, LLC",NULL,51,,  Stuart ST,Boston,MA,2116,"(42.351234, -71.064128)"
LB-99263,Baird Hospitality LLC,THE BLACKSTONE GRILL,NONE,In one room and kitchen on the first floor; Cellar for stock.,11/29/2013 9:59,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,109,BAIRD HOSPITALITY LLC,NULL,15,,  Union ST,Boston,MA,2108,"(42.360853, -71.056685)"
LB-99038,"B. STONE, INC.",THE BLARNEY STONE,1) Patio must be staffed at all times. 2) Patio Hours from11:00 AM to 12:00 Midnight. 3) All patrons must be off the patio by Midnight.,Two rear entrances from yard for stock; in two rooms and kitchen on first floor; cellar for stock and  to include seasonal outdoor seating for 80 patrons from April through October.,11/20/2013 13:00,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,240,"B. STONE, INC.",NULL,1505,, Dorchester Av,Dorchester,MA,2122,"(42.299303, -71.060619)"
LB-98783,"THE SUNSET BOCCE CLUB, INC.",THE BOCCE CLUB,NONE,In whole of said building.  CAPACITY BREAKDOWN: 1ST FLOOR - 58; 2ND FLOOR - 74.,11/22/2013 13:39,12/31/2016 0:00,Active,CLBAL,Clb. All Alc.,NULL,1:00 AM,1:30 AM,132,"THE SUNSET BOCCE CLUB, INC.",NULL,65,,  Danny RD,Hyde Park,MA,2136,"(42.24166, -71.14034)"
LB-98895,"M. COOKE, INC.",THE BOSTON SAIL LOFT,,Two emergency exits leading to alleyway; in one room  kitchen and exterior deck on the first floor; closet area for stock.,11/25/2013 10:52,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,200,"M. COOKE, INC.",NULL,80,, Atlantic Av,Boston,MA,2110,"(42.362516, -71.050719)"
LB-101663,"HERSHA HOSPITALITY MANAGEMENT, L.P.",THE BOXER,NONE,IN WHOLE OF SAID  FULL SERVICE  39  100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.  ALSO  FOR THE APPROVAL OF A HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE  LLC AND HERSHA HOSPITALITY MANAGEMENT  L.P.,11/25/2013 12:05,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"HERSHA HOSPITALITY MANAGEMENT, L.P.",NULL,119,,  Merrimac ST,Boston,MA,2114,"(42.363933, -71.062461)"
LB-99783,552 TREMONT LLC,THE BUTCHER SHOP,NONE,IN ONE ROOM ON THE FIRST FLOOR CAFE AND KITCHEN  ENTRANCE/EXIT TREMONT STREET AND WALTHAM STREET; BASEMENT FOR STORAGE.,11/22/2013 11:03,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,30,552 TREMONT LLC,NULL,552,,  Tremont ST,Roxbury,MA,2118,"(42.34376, -71.07146)"
LB-99386,"THE CATERED AFFAIR, INC.",THE CATERED AFFAIR,FOR DETAILS REGARDING CAPACITY SEE ISD CERTIFICATES,BOSTON PUBLIC LIBRARY  IN WHOLE OF SAID BUILDING INCLUDING FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOORS AND COURTYARD WITH ENTRANCE AND EXITS ON DARTMOUTH STREET AND BOYLSTON STREET TO INCLUDE CAFE AND DINING ROOM ON FIRST FLOOR AND FUNCTION ROOMS ON FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOOR,11/26/2013 14:20,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,2727,"THE CATERED AFFAIR, INC.",NULL,700,,  Boylston ST,Boston,MA,2116,"(42.349231, -71.078658)"
LB-99129,"CHLN, INC.",THE CHART HOUSE,,Capacity breakdown: 1st fl - 133; 2nd fl - 75; basement - 89. IN WHOLE OF SAID BUILDING AND TO INCLUDE TWO (2) OUTDOOR PATIOS.  FRONT PATIO WITH SEATING FOR 76 PATRONS.  REAR PATIO WITH SEATING FOR 72.  PATIO HOURS OF OPERATION 11:30-11:00 PM.,11/21/2013 10:03,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,297,"CHLN, INC.",NULL,58,60,  Long Wharf RO,Boston,MA,2110,"(42.360145, -71.049594)"
LB-98847,"THE COLLEGE CLUB OF BOSTON, INC.",THE COLLEGE CLUB OF BOSTON,NONE,IN TWO FUNCTION ROOMS ON THE FIRST FLOOR  KNOWN AS THE DRAWING ROOM AND THE MEMBERS ROOM; KITCHEN AND STORAGE IN THE BASEMENT; EMERGENCY EXIT IN REAR OF BUILDING OUT TO THE ALLEY.,11/29/2013 12:39,12/31/2015 0:00,Active,CLBMW,Club Malt & Wine,NULL,11:00 PM,11:30 PM,182,"THE COLLEGE CLUB OF BOSTON, INC.",NULL,44,,  Commonwealth AV,Boston,MA,2116,"(42.35273, -71.07335)"
LB-101569,"FACILITY CONCESSION SERVICES, INC.",THE COLONIAL THEATRE,,Basement lobby  first  second and third floor  lobby and cellar for stock,11/25/2013 12:42,12/31/2015 0:00,Active,GOPAL,GOP All Alc.,NULL,1:00 AM,1:30 AM,1658,"FACILITY CONCESSION SERVICES, INC.",NULL,98,106,  Boylston ST,Boston,MA,2116,"(42.352044, -71.065328)"
LB-99097,"BADOINKAS, LLC",THE COMMON GROUND,A.) 10:00 P.M. CLOSING ON PATIO.,UNNUMBERED REAR ENTRANCE; IN THREE ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND  TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 35 PATRONS SEATED AND STANDING BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. CAPACITY BREAKDOWN: INSIDE -176 (96 STANDING  80 SEATED); OUTSIDE PATIO - 35.,11/20/2013 13:52,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,211,"BADOINKAS, LLC",NULL,83,87,  Harvard AV,Allston,MA,2134,"(42.353503, -71.132378)"
LB-99450,"RED ROCKETS, LLC",THE DELUX,1:00 A.M. CLOSING ON ALL DAYS,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,11/26/2013 15:41,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,62,"RED ROCKETS, LLC",NULL,100,,  Chandler ST,Boston,MA,2116,"(42.34626, -71.07288)"
LB-99339,"THE DUGOUT CAFE, INC.",THE DUGOUT,NONE,TWO UNNUMBERED ENTRANCES IN REAR FOR STOCK; IN ONE ROOM,11/21/2013 11:37,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,96,"THE DUGOUT CAFE, INC.",NULL,722,,  Commonwealth AV,Boston,MA,2215,"(42.34957, -71.10598)"
LB-99419,"EWalk SE1, LLC",THE ELEPHANT WALK,NONE,ON FIRST FLOOR  TWO (2) MAIN DINING ROOMS WITH BAR LOCATED IN DINING ROOM #2  KITCHEN AND PRIVATE LOUNGE IN REAR OF BUILDING;  STORAGE IN BASEMENT.  MAIN ENTRANCE AND EXIT LOCATED ON WASHINGTON STREET.  PREMISES CONSISTS OF 3200 TOTAL SQUARE FEET.,11/20/2013 10:32,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,80,"EWALK SE1, LLC",(617)536-2662,1415,,  Washington ST,Roxbury,MA,2118,"(42.341226, -71.07053)"
